0.0,17.5
1.55,17.5
3.1,17.5
4.65,17.5
6.2,17.5
7.75,17.5
9.3,17.5
10.85,17.5
12.4,17.5
13.950000000000001,17.5
15.5,17.5
17.05,17.5
18.6,17.5
20.150000000000002,17.5
21.7,17.5
23.25,17.5
24.8,17.5
26.35,17.5
27.900000000000002,17.5
29.45,17.5
31.0,17.5
32.550000000000004,17.5
34.1,17.5
35.65,17.5
37.2,17.5
38.75,17.5
40.300000000000004,17.5
41.85,17.5
43.4,17.5
44.95,17.5
46.5,17.5
48.050000000000004,17.5
49.6,17.5
51.15,17.5
52.7,17.5
54.25,17.5
55.800000000000004,17.5
57.35,17.5
58.9,17.5
60.45,17.5
62.0,17.5
63.550000000000004,17.5
65.10000000000001,17.5
66.65,17.5
68.2,17.5
69.75,17.5
71.3,17.5
72.85000000000001,17.5
74.4,17.5
75.95,17.5
77.5,17.5
79.05,17.5
80.60000000000001,17.5
82.15,17.5
83.7,17.5
85.25,17.5
86.8,17.5
88.35000000000001,17.5
89.9,17.5
91.45,17.5
93.0,17.5
94.55,17.5
96.10000000000001,17.5
97.65,17.5
99.2,17.5
100.75,17.5
102.3,17.5
103.85000000000001,17.5
105.4,17.5
106.95,17.5
108.5,17.5
110.05,17.5
111.60000000000001,17.5
113.15,17.5
114.7,17.5
116.25,17.5
117.8,17.5
119.35000000000001,17.5
120.9,17.501075110456554
122.45,17.50335787923417
124.0,17.50564064801178
125.55,17.507923416789396
127.10000000000001,17.51020618556701
128.65,17.512488954344626
130.20000000000002,17.514771723122237
131.75,17.517054491899852
133.3,17.519337260677467
134.85,17.521620029455082
136.4,17.523902798232694
137.95000000000002,17.52618556701031
139.5,17.528468335787924
141.05,17.53075110456554
142.6,17.533033873343154
144.15,17.535316642120765
145.70000000000002,17.53759941089838
147.25,17.539882179675995
148.8,17.54216494845361
150.35,17.544447717231222
151.9,17.546730486008837
153.45000000000002,17.549013254786452
155.0,nan
