1795559.791,498810.929,763.1140865
1795565.782,498910.589,784.4424007
1795571.774,499010.287,803.3204432
1795577.806,499110.627,820.3600975
1795583.796,499210.287,841.6884117
1795589.792,499310.041,856.8910468
1795558.213,498784.665,755.7927022
1795556.777,498760.788,752.7565556
1795562.768,498860.448,774.0848697
1795568.796,498960.731,794.7999316
1795575.084,499065.355,812.4473628
1795580.783,499160.164,830.105745
1795606.702,498758.925,734.0969909
1795609.206,498800.669,733.9113101
1795609.679,498808.551,741.8273169
1795612.705,498858.985,783.8048168
1795611.572,498840.09,772.8796898
1795615.678,498908.536,797.6516848
1795618.692,498958.761,806.6025886
1795621.707,499009.016,813.1068756
1795624.678,499058.529,830.0120146
1795625.521,499072.573,836.0657528
1795627.694,499108.791,835.9046475
1795630.706,499159.001,846.0788597
1795633.715,499209.144,861.7579597
1795636.69,499258.725,873.1582109
1795639.705,499308.972,880.2741521
1795656.62,498756.068,715.8426187
1795659.948,498811.529,716.0026969
1795662.616,498855.995,759.611002
1795665.607,498905.841,793.3189026
1795668.609,498955.876,807.9774944
1795667.027,498929.515,802.9590815
1795671.607,499005.852,828.5479407
1795673.74,499041.393,840.0522817
1795674.611,499055.907,841.2359143
1795676.748,499091.538,843.5440373
1795677.619,499106.039,846.0414153
1795680.619,499156.048,863.327498
1795683.62,499206.07,879.2998352
1795686.582,499255.438,894.6212139
1795689.588,499305.525,904.024824
1795712.529,498853.043,733.8127747
1795715.509,498902.72,783.9195992
1795718.495,498952.478,824.1897301
1795721.529,499003.052,845.4371455
1795724.455,499051.822,845.7149382
1795724.535,499053.145,845.0489428
1795727.551,499103.417,823.0200142
1795728.745,499123.32,807.1280666
1795730.523,499152.953,810.1771076
1795733.527,499203.019,813.0678029
1795736.534,499253.129,810.7122615
1795738.907,499292.676,810.4057857
1795756.399,498749.395,701.1563583
1795762.435,498849.985,729.1770364
1795765.407,498899.519,775.8633832
1795768.421,498949.756,819.2468673
1795771.42,498999.743,831.6081508
1795774.429,499049.895,831.4275843
1795777.438,499100.039,831.9071152
1795780.407,499149.531,831.7289245
1795783.417,499199.684,831.548358
1795785.476,499233.998,831.4248125
1795785.396,499232.679,831.4295642
1795786.427,499249.862,829.3874993
1795788.885,499290.819,825.9397082
1795806.334,498746.803,701.3157895
1795812.344,498846.975,738.1578947
1795812.967,498857.362,748.0263158
1795815.318,498896.537,769.7368421
1795818.322,498946.612,811.1842105
1795819.916,498973.173,840.1315789
1795821.329,498996.715,850.6578947
1795824.337,499046.852,843.4210526
1795826.116,499076.514,840.7894737
1795827.34,499096.902,842.1052632
1795830.337,499146.854,847.3684211
1795833.337,499196.854,849.3421053
1795836.341,499246.923,846.7105263
1795839.264,499295.646,846.0526316
1795856.244,498743.813,700.6578077
1795862.242,498843.766,732.1171943
1795867.593,498932.957,820.8262949
1795868.225,498943.489,823.4452762
1795871.25,498993.901,854.3060273
1795874.22,499043.403,857.5362886
1795877.27,499094.245,859.4491565
1795880.242,499143.766,861.3636049
1795883.252,499193.938,863.9351695
1795886.227,499243.518,861.9021794
1795888.765,499285.83,859.8778823
1795912.159,498840.891,752.5329039
1795915.139,498890.552,789.7027232
1795918.152,498940.781,834.7390233
1795920.468,498979.366,860.8075215
1795921.139,498990.556,862.0723036
1795924.14,499040.58,867.7651981
1795927.183,499091.286,871.4880344
1795930.146,499140.666,875.8721407
1795933.151,499190.751,876.3188811
1795936.157,499240.851,875.4540829
1795939.165,499290.996,870.6546691
1795959.06,498787.733,740.4023979
1795959.924,498802.142,748.2454811
1795962.055,498837.651,758.0180431
1795965.065,498887.82,803.1742228
1795968.079,498938.048,844.3958718
1795970.081,498971.421,864.6640583
1795971.07,498987.908,865.9460478
1795972.417,499010.358,865.9058995
1795973.717,499032.03,873.7359936
1795974.073,499037.963,874.3811213
1795977.08,499088.066,879.5374191
1795980.049,499137.549,882.0718772
1795983.058,499187.701,883.9493994
1795986.068,499237.872,884.5154113
